9.539999724e-07	191.6304479	1957633535	3758096383	65535	0	6	4294967295	283
5.007000027e-06	421.7852979	1957633024	3758096383	65535	0	6	0	286
5.007000027e-06	44.57252979	1957633279	1926878189	0	5540	6	0	177
5.960999999e-06	160.503588	1957633493	3593415568	65535	1717	6	4294967295	115
0.00036192	96.65745902	1957633024	4294967295	65535	0	6	4294967295	293
0.00057888	473.9937329	1957633500	3511588096	65535	0	6	0	235
0.000755787	422.6377862	1957633279	3489660928	0	65535	6	4294967295	286
0.000956774	108.2437642	1957633512	3285526528	65535	1221	6	0	192
0.001152992	575.9891088	1957633024	3233017146	0	65535	1	0	249
0.001567841	143.7942011	1957633496	3492293014	65535	1521	6	4294967295	121
0.001567841	440.4401031	1957633514	2321911793	65535	6000	6	512	62
0.002154827	440.4341412	1957633449	2573888312	65535	20	6	0	127
0.00276494	96.9342339	1957633279	2214592512	65535	0	0	0	290
0.003464937	507.116874	1957633516	802403328	0	0	6	0	259
0.003779888	0.004014969	1957633279	3511588223	0	0	6	512	263
0.003789902	48.82597089	1957633500	3511086090	65535	65535	6	4294967295	226
0.004292011	440.4329028	1957633493	3705211311	0	0	255	4294967295	240
0.004292011	440.4482119	1957633503	584067960	0	1521	6	4294967295	126
0.00429678	15.1815002	1957633535	3512775490	0	1521	17	0	172
0.004298926	28.14332008	1957633470	2970550465	0	62609	6	0	136
0.004301787	21.58081317	1957633452	1957633203	0	1525	6	0	11
0.004318953	32.39140487	1957633514	4106308480	0	1526	6	4294967295	68
0.004321814	158.6162732	1957633514	3233017088	65535	0	0	0	267
0.004981995	0.00472188	1957633420	457411513	0	62409	6	0	129
0.005600929	11.37667394	1957633500	584479743	0	1706	6	0	182
0.005828858	349.7226741	1957633513	801552029	0	65535	6	0	230
0.005829811	14.98465013	1957633513	801552029	0	65535	6	0	230
0.006911993	108.2306728	1957633514	2321911793	0	6000	6	512	62
0.0069139	54.93811488	1957633422	2321911794	65535	0	1	0	223
0.007122994	58.62010193	1957633470	2970550464	65535	1712	6	4294967295	67
0.007347822	361.6845641	1957633500	3511588223	65535	65535	6	4294967295	235
0.007350922	58.14795089	1957633514	3704947219	65535	1526	6	0	29
0.00756979	384.4842401	1957633502	3511588295	65535	1521	6	4294967295	102
0.007794857	9.936875105	1957633500	3511588295	65535	0	6	0	222
0.008704901	0.003853083	1957633423	392699903	0	65535	1	4294967295	258
0.008708954	440.431632	1957633024	2970550430	65535	65535	0	4294967295	269
0.009103775	742.5791881	1957633514	3233017088	65535	65535	255	0	267
0.011310816	132.4549332	1957633502	3511587839	65535	1521	6	4294967295	193
0.011310816	100.0747871	1957633420	2243979264	0	0	6	4294967295	256
0.011770964	369.828105	1957634047	3492293023	0	135	6	4294967295	211
0.011774778	107.8328972	1957633514	3940900436	0	1300	6	512	142
0.012138844	57.41793299	1957633420	457411513	0	62400	6	0	129
0.012345791	440.440016	1957633024	2970550272	65535	65535	6	0	273
0.012913942	5.866679907	1957633024	2970550272	65535	65535	6	0	273
0.01312685	63.56877494	1957633024	2970550272	65535	65535	6	0	273
0.014341831	440.428849	1957633024	2970550272	65535	65535	6	0	273
0.014343977	39.43398786	1957633514	3911299865	65535	1521	6	0	21
0.014343977	84.6033268	1957633519	1957633203	65535	1521	6	4294967295	119
0.01449585	440.4346771	1957633519	1957633203	65535	1521	6	4294967295	119
0.014702797	108.1728711	1957633024	3492544511	0	0	0	4294967295	284
0.015936852	142.7469192	1957633500	3492293015	65535	1526	6	4294967295	37
0.016354799	44.90175414	1957633503	3492293014	65535	1433	6	0	98
0.016357899	14.51358104	1957633513	4123068294	65535	0	6	4294967295	224
0.016786814	440.428782	1957633513	4123068294	65535	0	6	4294967295	224
0.016789913	267.9707949	1957633024	3512775519	65535	1708	6	4294967295	215
0.016791821	229.1905911	1957633493	3592433663	0	65535	255	0	270
0.016978979	1.02954197	1957633514	801552027	65535	1724	6	4294967295	113
0.017619848	923.4870059	1957633514	801552027	65535	1724	6	4294967295	113
0.018340826	399.794982	1957633514	801552027	65535	1724	6	4294967295	113
0.018347979	60.04770493	1957633514	801552027	65535	1724	6	4294967295	113
0.019279003	11.112257	1957633514	801552027	65535	1724	6	4294967295	113
0.019493818	422.6156631	1957633514	801552027	65535	1724	6	4294967295	113
0.019496918	95.76799893	1957633514	801552027	65535	1724	6	4294967295	113
0.019927979	440.4204168	1957633514	801552027	65535	1724	6	4294967295	113
0.019927979	440.4189229	1957633514	801552027	65535	1724	6	4294967295	113
0.019928932	92.55891395	1957633514	801552027	65535	1724	6	4294967295	113
0.02080679	90.06382418	1957633514	801552027	65535	1724	6	4294967295	113
0.020807982	0.040180921	1957633514	801552027	65535	1724	6	4294967295	113
0.0213449	456.361357	1957633514	801552027	65535	1724	6	4294967295	113
0.021348953	38.22459483	1957633514	801552027	65535	1724	6	4294967295	113
0.022132874	0.088688135	1957633514	801552027	65535	1724	6	4294967295	113
0.022521973	118.4772949	1957633514	801552027	65535	1724	6	4294967295	113
0.023526907	274.756937	1957633514	801552027	65535	1724	6	4294967295	113
0.026560784	0.003076076	1957633514	801552027	65535	1724	6	4294967295	113
0.02656579	3.159598112	1957633514	801552027	65535	1724	6	4294967295	113
0.026567936	440.421258	1957633514	801552027	65535	1724	6	4294967295	113
0.026758909	55.42502904	1957633514	801552027	65535	1724	6	4294967295	113
0.026762009	49.93385982	1957633500	3511086090	0	0	6	0	226
0.027830839	7.503504992	1957633512	568237365	0	1717	6	4294967295	91
0.027830839	5.039113999	1957633500	3512775489	65535	1521	6	0	80
0.028660774	440.413861	1957633513	3704709960	0	1708	6	268439552	56
0.028867006	303.3309979	1957633279	2970615807	0	0	6	4294967295	273
0.029635906	96.86822391	1957633514	2321911793	65535	6000	6	512	62
0.030399799	44.88770008	1957633535	2329113965	65535	14753	6	0	170
0.031471968	0.000432014	1957633519	3828912639	65535	21	6	4294967295	196
0.03190279	440.4151151	1957633500	3492294655	65535	1526	6	4294967295	181
0.03228879	422.0640621	1957633502	3492293012	65535	27400	6	268439552	105
0.032476902	204.748251	1957633502	3511588294	65535	65535	6	4294967295	225
0.033646822	0.00468111	1957633535	3492544511	0	0	0	4294967295	284
0.034022808	143.8323822	1957633514	2050559737	65535	1724	6	0	27
0.035315991	121.8931999	1957633470	2972417280	0	0	6	0	236
0.036335945	440.4050379	1957633514	1957633203	65535	135	6	268439552	5
0.036744833	440.4012051	1957633500	3510927636	65535	2121	6	0	46
0.036745787	0.901736021	1957633420	457411513	0	62400	6	0	129
0.036958933	666.5551069	1957633443	2640817843	65535	1708	6	0	13
0.036958933	327.3524559	1957633514	1957631999	65535	0	6	0	257
0.036959887	45.65727496	1957633514	3940901533	0	1704	6	4294967295	24
0.036959887	14.17451	1957633516	4287302143	0	135	6	4294967295	195
0.037343979	70.97735596	1957633535	2244018176	0	0	0	0	282
0.03832984	18.57150817	1957633500	3510929222	0	1724	6	0	45
0.038331986	30.02176499	1957633420	2323183483	65535	1521	6	4294967295	14
0.038331986	544.1959338	1957633514	3233017088	0	65535	255	4294967295	267
0.038527966	0.003208875	1957633512	3232951569	65535	62709	6	512	134
0.038976908	38.49892092	1957633535	3371013475	65535	1521	6	268439552	164
0.039212942	44.19449186	1957633535	3511588294	65535	65535	6	512	243
0.045217991	444.4424539	1957633500	3511588295	65535	5540	6	0	50
0.048319817	665.0168521	1957633513	3705048064	65535	1717	6	4294967295	187
0.049889803	13.66817403	1957633493	3705211307	65535	21	6	512	108
